step,time_sec,train_neg_log_ppl,val_neg_log_ppl
1,7.775409698486328,-14.043289,
2,8.400521278381348,-14.129982,
3,9.026341438293457,-13.195965,
4,9.650587320327759,-11.687656,
5,10.27535343170166,-9.676606,
6,10.901126384735107,-6.7027817,
7,11.533892631530762,-3.6666307,
8,12.165879011154175,-1.4257462,
9,12.800547361373901,-1.27069,
10,13.435518264770508,-1.489155,
11,14.068544864654541,-1.8799537,
12,14.705849409103394,-2.339126,
13,15.416221141815186,-2.6532435,
14,16.04576349258423,-2.8508654,
15,16.677945852279663,-3.0932994,
16,17.2961745262146,-3.1722775,
17,17.912586212158203,-3.3004491,
18,18.53392744064331,-3.541154,
19,19.14499306678772,-3.7489586,
20,19.757955074310303,-4.1141396,
21,20.364135026931763,-4.3192186,
22,20.967196702957153,-3.5990648,
23,21.565152168273926,-4.1506886,
24,22.168423175811768,-4.641148,
25,22.773922443389893,-4.228513,
26,23.377298831939697,-5.1329565,
27,23.97299838066101,-4.676936,
28,24.558554887771606,-5.1424847,
29,25.14056372642517,-4.8338976,
30,25.719163179397583,-4.84451,
31,26.29378032684326,-5.2719536,
32,26.878283739089966,-4.6838784,
33,27.471017122268677,-5.2433667,
34,28.04732608795166,-5.798473,
35,28.61741042137146,-5.699141,
36,29.187245845794678,-5.541692,
37,29.755640745162964,-5.341446,
38,30.32788920402527,-5.4614534,
39,30.893853902816772,-5.355278,
40,31.458195209503174,-5.3474035,
41,32.02096915245056,-4.9773874,
42,32.587077379226685,-5.9114304,
43,33.160492181777954,-5.320257,
44,33.74169087409973,-4.903443,
45,34.32017469406128,-5.0216475,
46,34.89838647842407,-5.2748766,
47,35.47087788581848,-5.0333343,
48,36.044800996780396,-5.374487,
49,36.61889171600342,-4.9253154,
50,37.19812607765198,-4.960786,
51,37.77918839454651,-5.447773,
52,38.36755919456482,-5.2162666,
53,38.95543050765991,-5.1687856,
54,39.54403805732727,-5.028366,
55,40.13539958000183,-4.6383467,
56,40.72798180580139,-4.8569765,
57,41.324458360672,-4.9176297,
58,41.92089247703552,-3.6462796,
59,42.51939392089844,-4.2326593,
60,43.129462480545044,-3.0606089,
61,43.746970415115356,-2.7695851,
62,44.37489891052246,-1.629487,
63,45.00759935379028,-1.3263144,
64,45.63948941230774,-1.6630893,
65,46.27421259880066,-1.679601,
66,46.90831542015076,-1.3651481,
67,47.544432640075684,-0.8689695,
68,48.181116580963135,-1.517034,
69,48.8175048828125,-1.329938,
70,49.454341888427734,-1.8382778,
71,50.09072923660278,-1.2547979,
72,50.72654891014099,-1.378195,
